File,Energy
Si5B2P4-6600_POSCAR, -61.588
B6Mo4-920_POSCAR, -85.405
Si7B2P2-5483_POSCAR, -59.878
B3Mo9P2-1948_POSCAR, -132.43
Si6B1Mo2P3-1579_POSCAR, -75.724
B3Mo6P1-4090_POSCAR, -92.842
B2Mo6P4-1630_POSCAR, -103.48
Si4B4Mo12-7272_POSCAR, -181.56
Si3B2Mo4P2-5856_POSCAR, -86.221
Si3Mo3P10-4675_POSCAR,  -103.5
Si2Mo2P3-3730_POSCAR, -49.639
B3Mo3P2-3487_POSCAR, -65.124
Mo2P10-4453_POSCAR, -76.801
Si3B1P2-5283_POSCAR, -33.643
B1Mo1P2-7219_POSCAR, -28.881
Si3Mo1P2-1969_POSCAR, -37.882
B4Mo4P2-5537_POSCAR,  -84.31
B4-3025_POSCAR, -24.628
Si2Mo3P4-3037_POSCAR, -67.308
Si1B1Mo5P3-6955_POSCAR, -85.183
Si8Mo4-6013_POSCAR, -89.435
Si2B2Mo3P1-4915_POSCAR, -63.219
Si16-467_POSCAR, -81.433
Si2B3-1836_POSCAR, -28.709
B4Mo4P4-2717_POSCAR,  -94.21
Si4B1P5-4648_POSCAR, -54.419
Si4B2-5569_POSCAR, -32.458
Si5B3-1029_POSCAR, -44.463
Si4B2-4410_POSCAR, -32.809
B4Mo5P3-2837_POSCAR, -98.422
Si5B4P3-3070_POSCAR, -69.258
Si3B2P4-1953_POSCAR, -50.661
Si2B2Mo4P2-5391_POSCAR, -81.172
Mo6P2-6089_POSCAR, -76.913
Si2B1Mo8-542_POSCAR, -104.38
Si8B24-212_POSCAR, -204.39
B1Mo2-801_POSCAR, -28.745
B3Mo6P3-1500_POSCAR, -103.85
B4Mo10P4-5157_POSCAR, -161.75
Si2Mo11P5-5757_POSCAR, -161.19
Si6B2P2-2875_POSCAR,  -56.94
Si4P2-4753_POSCAR, -30.773
B7Mo11P2-2551_POSCAR, -181.29
Si12-7212_POSCAR, -62.264
Si3B2Mo4-977_POSCAR, -74.075
Si2B4Mo8-3542_POSCAR, -128.25
Si3B2Mo3-6720_POSCAR, -62.992
Mo7P6-1311_POSCAR, -113.19
Si2B2P5-5230_POSCAR, -49.947
Mo2P10-5414_POSCAR, -76.659
Mo4P6-4643_POSCAR, -78.462
Mo13P5-3792_POSCAR, -172.48
Si3Mo3P6-5418_POSCAR, -82.175
Si3Mo7P5-4734_POSCAR,  -123.9
P1-16_POSCAR, -5.2817
B7Mo6-1824_POSCAR, -113.77
Si2Mo2P4-1116_POSCAR, -54.908
Mo4P2-687_POSCAR, -54.136
Si1B5Mo4-1496_POSCAR, -85.181
Si6B6Mo8-3711_POSCAR, -163.73
Si4P2-419_POSCAR, -31.028
B2Mo2-1149_POSCAR, -35.413
Si3B3P6-6899_POSCAR, -67.786
Si3Mo3P8-6043_POSCAR, -92.344
Si3Mo2P2-1465_POSCAR, -49.918
Mo2P1-147_POSCAR, -27.585
B3Mo6-4472_POSCAR, -85.422
Si3Mo3P2-1139_POSCAR, -61.484
B4Mo2-5142_POSCAR, -49.847
Si3B1P1-7030_POSCAR,  -26.98
Si5B2P3-7145_POSCAR, -54.862
Mo6P14-809_POSCAR, -143.22
Mo9P11-1244_POSCAR, -164.04
Si2B1P3-3565_POSCAR, -32.747
Mo6P14-4268_POSCAR, -143.83
B1Mo2P4-5668_POSCAR, -50.771
Si5Mo8P3-2193_POSCAR, -136.74
Mo12P6-3533_POSCAR, -166.79
Si3Mo2P7-2730_POSCAR, -75.042
Mo2P3-143_POSCAR, -39.034
B2Mo4P2-5439_POSCAR, -70.762
Si4Mo3P13-5718_POSCAR, -124.68
Si3Mo5P7-5819_POSCAR, -110.56
Si9B6-3244_POSCAR, -82.168
Si4B4-1947_POSCAR, -44.729
Si1Mo3P6-3525_POSCAR, -72.765
Si3P7-1892_POSCAR, -52.585
Si3B6-2097_POSCAR,  -52.68
Si2B1Mo6P5-4550_POSCAR, -113.01
Mo24P2-44_POSCAR, -264.13
B3Mo7P6-1335_POSCAR, -131.65
Si8B8-377_POSCAR, -91.933
Si6P4-1118_POSCAR, -52.357
Si5B5-7163_POSCAR, -56.179
Si5Mo1P6-6131_POSCAR, -69.121
Si8B8-510_POSCAR, -91.507
B8Mo4-2059_POSCAR, -98.713
B3Mo4-1740_POSCAR, -63.917
Si2Mo4P6-5244_POSCAR,  -88.74
Si5Mo6-7104_POSCAR, -93.662
Si3B3Mo3P2-4887_POSCAR,  -80.49
Si2Mo1P9-2566_POSCAR,  -69.54
Mo2P4-99_POSCAR,  -44.05
Si1B13-4862_POSCAR, -88.071
Si2Mo2P1-4816_POSCAR, -39.776
Si4Mo2P6-6548_POSCAR, -75.313
Si2Mo2P8-4928_POSCAR, -75.587
Si1B1P2-771_POSCAR, -21.601
Si2B4Mo6-6005_POSCAR, -103.84
Mo2P2-47_POSCAR, -34.182
Si2Mo2P4-7157_POSCAR, -55.662
B2Mo2P2-5630_POSCAR,  -46.36
Si4B2Mo2-4512_POSCAR, -56.058
B4Mo8P2-6048_POSCAR, -128.92
Si2Mo2P2-5940_POSCAR, -44.044
B4Mo8P2-794_POSCAR, -127.26
Si7B8-4039_POSCAR, -84.977
Si1B3Mo3-953_POSCAR, -59.304
B8Mo6P1-3972_POSCAR, -127.98
Si5B2P5-4720_POSCAR,  -66.57
B4Mo12-1999_POSCAR,  -159.5
Si8Mo6-2901_POSCAR, -110.58
Si4Mo5-2409_POSCAR, -77.467
B4P2-507_POSCAR, -37.253
Mo3P5-5899_POSCAR, -62.153
B2Mo2-5826_POSCAR, -35.558
Si1B1Mo2P2-6865_POSCAR,  -45.34
Mo6P3-4677_POSCAR, -83.049
Si1Mo2P6-5593_POSCAR, -56.839
Si3Mo2P7-6632_POSCAR, -75.471
Si4Mo3-1036_POSCAR, -55.942
Si4B3P4-7196_POSCAR, -61.514
Si6Mo2P4-6190_POSCAR,  -75.16
Si9Mo9-1011_POSCAR, -149.33
Si2Mo4P2-1222_POSCAR, -67.612
Si7P2-7217_POSCAR, -47.556
B7Mo10P3-5262_POSCAR,  -175.4
B4-6621_POSCAR, -24.709
Si3Mo9P3-5615_POSCAR, -135.34
Si6Mo2P12-1349_POSCAR, -120.08
Si8P4-182_POSCAR, -63.683
Mo4P3-6874_POSCAR,  -61.46
Mo3P6-3718_POSCAR,  -66.75
Si1B4-3701_POSCAR, -30.262
Si12B2Mo4-6161_POSCAR, -119.65
Si1Mo3P8-4371_POSCAR, -81.397
Si2B6-318_POSCAR,  -48.12
Mo5P6-5264_POSCAR, -91.559
B1Mo4P2-6841_POSCAR, -62.946
Si2B4-5102_POSCAR, -35.475
Si8B3P7-6670_POSCAR,  -99.92
Si2Mo2P4-2044_POSCAR, -54.191
B2Mo4P3-5421_POSCAR, -75.837
Si2B1Mo1P3-6688_POSCAR, -44.241
Si4Mo4-408_POSCAR, -67.286
B2Mo4P4-1410_POSCAR, -81.144
Si3B3P2-7003_POSCAR, -46.646
Si8Mo3-6758_POSCAR, -75.819
Si1Mo2P2-1706_POSCAR, -39.081
Si2Mo6P6-3335_POSCAR,  -111.7
Si1B4Mo4P2-6405_POSCAR, -86.835
Si10Mo4-6898_POSCAR, -98.317
Si6B4-2802_POSCAR, -55.405
B2Mo4P1-4178_POSCAR, -62.985
B1Mo3P1-3610_POSCAR, -45.331
Mo7P11-925_POSCAR, -138.31
Si8P8-750_POSCAR, -82.873
Si1Mo7-605_POSCAR, -79.506
Mo3P11-7168_POSCAR, -91.586
B5Mo6P2-4599_POSCAR, -111.81
Si5P6-6255_POSCAR, -56.995
Si2B1Mo3P2-2143_POSCAR, -62.719
Mo8P4-375_POSCAR, -112.76
Mo3P3-499_POSCAR, -49.775
Si4B5-6159_POSCAR, -51.207
Mo4P6-3930_POSCAR, -78.218
Si1Mo1P3-6786_POSCAR, -32.044
B2Mo2P1-1312_POSCAR, -40.785
Si3P2-4962_POSCAR, -25.189
Si6B2P4-6334_POSCAR, -67.565
Si7P4-4458_POSCAR, -58.562
Mo2P10-6180_POSCAR, -76.713
Si8P3-6077_POSCAR, -56.747
Si7B3-5172_POSCAR, -53.524
B3Mo9P4-927_POSCAR,  -144.5
Mo2P10-4428_POSCAR, -75.301
Si2P5-2124_POSCAR, -36.526
Si2Mo2P2-5316_POSCAR, -44.971
B5Mo8P3-6242_POSCAR, -141.17
Si4Mo2P6-2413_POSCAR, -74.725
Si4B1-5717_POSCAR, -26.242
Si6B3-6422_POSCAR, -48.595
Mo16P8-304_POSCAR, -222.69
Si2B7Mo9P2-5592_POSCAR, -169.18
B8P4-128_POSCAR, -75.025
Si6B3P11-6032_POSCAR, -109.88
Si4B4-7127_POSCAR, -45.825
Si4B4P2-1071_POSCAR, -58.245
Si5P2-7277_POSCAR, -37.193
Si2B2Mo2-782_POSCAR, -47.584
Si3B2Mo3P2-1710_POSCAR,  -73.87
Si2B2-839_POSCAR, -22.902
Si6B4P2-5864_POSCAR, -68.276
Si5B3-2746_POSCAR, -43.209
Si3B3Mo4P2-6807_POSCAR, -93.738
Si4Mo2P6-3744_POSCAR, -76.793
B5Mo3-5581_POSCAR, -67.954
Si1B4Mo6P3-5730_POSCAR, -115.97
Si4Mo7-6574_POSCAR, -100.22
P2-662_POSCAR, -10.431
Mo4P8-6518_POSCAR, -89.461
Si3B2Mo4-5075_POSCAR, -74.652
Si2B2Mo1P5-2004_POSCAR, -62.022
B2Mo8P2-549_POSCAR, -111.94
B3Mo7P4-4704_POSCAR, -121.11
Si2B3Mo3-2168_POSCAR, -64.861
Si3B1P1-2909_POSCAR, -26.744
Mo12P4-463_POSCAR, -156.04
Si3P7-4651_POSCAR, -52.088
Si4Mo2P14-4138_POSCAR,  -118.4
Si5Mo5-1684_POSCAR, -83.548
Si3Mo2P11-1738_POSCAR, -97.467
Si6B3P11-5055_POSCAR, -109.79
Si5P7-1035_POSCAR, -64.032
Si2B2Mo5P3-4718_POSCAR, -96.749
Si8B3-6910_POSCAR, -59.586
Si4P8-936_POSCAR, -63.107
Si4B3P3-3655_POSCAR, -57.749
Si6B2P4-2778_POSCAR, -67.123
Si7P5-2194_POSCAR, -62.797
Si2B3-1924_POSCAR, -28.761
B2Mo10P8-2528_POSCAR, -173.29
Si3Mo3P14-1789_POSCAR, -124.05
Si6P6-725_POSCAR, -64.444
P12-525_POSCAR, -63.642
Mo10P6-327_POSCAR, -147.01
Si4P7-6788_POSCAR, -56.988
Si3P8-745_POSCAR, -58.408
Si6B2P12-3400_POSCAR, -107.92
B3Mo6P1-1215_POSCAR, -93.377
Mo2P10-2045_POSCAR,  -76.17
B1Mo4P4-6267_POSCAR, -74.112
Mo2P3-5939_POSCAR, -39.281
Si4Mo2P4-4260_POSCAR, -65.385
Mo2P4-6110_POSCAR, -45.547
Si2Mo2P4-6945_POSCAR, -54.786
Si2B1Mo2P5-7223_POSCAR, -66.155
B4Mo3P2-6869_POSCAR, -71.564
Si4Mo2P2-5359_POSCAR, -55.165
Si4Mo2-3999_POSCAR, -44.531
Mo3P3-5175_POSCAR, -51.292
B10Mo10-2355_POSCAR, -178.45
Si3P2-2965_POSCAR, -25.821
Si2Mo3P6-1991_POSCAR, -77.324
Si2Mo4-425_POSCAR, -55.058
Mo3P3-3404_POSCAR, -50.319
Mo2P8-3567_POSCAR, -65.343
B3Mo5P4-4375_POSCAR, -98.353
Si2B1Mo8-193_POSCAR, -104.38
B2Mo2P1-6528_POSCAR, -40.685
Si3Mo5P12-3393_POSCAR, -135.74
Si6Mo8-3774_POSCAR, -120.98
B2Mo3P3-4521_POSCAR, -63.772
Si5B1-4955_POSCAR, -32.372
Si5B3-4896_POSCAR, -44.373
Si2Mo1P1-535_POSCAR, -26.768
Si4B5P9-2058_POSCAR, -102.07
Si1Mo2P6-1384_POSCAR,  -60.55
Si11Mo7-5694_POSCAR, -140.38
Mo2P4-306_POSCAR, -44.023
Si3B6P3-247_POSCAR, -72.809
B1Mo4P7-1802_POSCAR, -90.333
B3Mo6P3-5424_POSCAR, -104.47
Si1B4Mo4P1-5358_POSCAR,  -83.47
Si4B3Mo6P6-1705_POSCAR, -140.42
Si5B2P3-5399_POSCAR, -56.722
Si7B3P6-5377_POSCAR, -88.376
Si5Mo3P12-1770_POSCAR, -123.78
Si3Mo2P15-3981_POSCAR, -118.16
Si2P6-3913_POSCAR, -42.213
Si1B2Mo3P5-6734_POSCAR, -80.142
Si3B6Mo6-7015_POSCAR, -124.32
B3Mo4P1-4201_POSCAR, -71.288
Si3B2P15-1761_POSCAR,  -106.7
Si2Mo2P7-6508_POSCAR, -70.504
B3Mo1-4582_POSCAR, -30.612
B2Mo6P2-3665_POSCAR, -92.452
Si6B2-4198_POSCAR, -42.796
Si1B3Mo7P7-3984_POSCAR, -143.44
Si4B2Mo6-2133_POSCAR, -101.72
Si8B4-1590_POSCAR,  -65.65
Si2B8Mo10-6519_POSCAR,  -176.3
Si4P4-6765_POSCAR, -42.894
Si1B1P3-4075_POSCAR, -27.963
Si8B4-7281_POSCAR, -66.472
Si4Mo2P6-5917_POSCAR, -74.944
Si5Mo5P2-4174_POSCAR, -95.465
Si8Mo1P11-4232_POSCAR, -113.82
Si2B1Mo3P2-3947_POSCAR, -62.056
Si3B1Mo4-5916_POSCAR,  -67.72
Si7B3P10-5997_POSCAR, -110.42
Si2P3-6360_POSCAR, -26.095
Si7B3Mo8-718_POSCAR, -148.19
P6-4907_POSCAR, -31.029
Mo4P5-2631_POSCAR, -73.851
Si1B2Mo7P4-1539_POSCAR,  -121.5
Si3B2Mo5P4-1485_POSCAR, -108.78
B1Mo6P3-5320_POSCAR, -90.651
Si6Mo2P12-1341_POSCAR,  -123.1
Si8Mo11-5829_POSCAR,  -167.4
Si1B2P3-4414_POSCAR, -35.893
Si4P6-5648_POSCAR, -52.183
Si6-2937_POSCAR,  -31.48
Si2B2Mo3P2-6823_POSCAR,  -68.82
Si2B2Mo7P1-6903_POSCAR, -107.24
B3Mo4-285_POSCAR, -65.588
B1Mo3P2-5852_POSCAR, -52.114
Si4Mo2P4-5258_POSCAR, -66.346
Si3B2P1-2362_POSCAR, -33.617
Si12-4703_POSCAR, -61.033
Mo2P3-6443_POSCAR, -37.342
Si1Mo2P1-5609_POSCAR, -33.307
Si2Mo1P3-4572_POSCAR, -38.068
Si1B5Mo6-956_POSCAR,  -107.8
Si9Mo9-5193_POSCAR, -149.67
Si4B1Mo6P5-4420_POSCAR, -125.46
Si4Mo2P13-1926_POSCAR,  -114.5
B2Mo4P4-1644_POSCAR, -80.157
Si5B4P4-1688_POSCAR, -74.768
Si5B6-781_POSCAR, -62.709
Si3Mo3P5-3304_POSCAR, -76.471
Si2P5-2490_POSCAR, -36.573
B1Mo2P1-3724_POSCAR, -35.001
Mo4P4-5090_POSCAR, -67.982
Si8B4-339_POSCAR, -67.169
Si5B2-4973_POSCAR, -38.093
Si5B5P4-4902_POSCAR, -80.741
Mo7P5-4961_POSCAR, -107.91
Mo2P3-4033_POSCAR, -38.926
Si4B7-6693_POSCAR, -63.663
B5Mo6-6593_POSCAR, -100.81
Si2B6P12-6495_POSCAR, -114.65
Si3Mo4P7-6225_POSCAR, -99.129
Si8B3P4-5137_POSCAR, -83.552
Si3B8-4935_POSCAR, -65.642
Si7P5-834_POSCAR, -64.176
Si5B5Mo8-4308_POSCAR, -150.19
Si3Mo3P2-2847_POSCAR, -61.523
Si1Mo2P2-4884_POSCAR, -39.504
Si1B1P2-2269_POSCAR, -22.817
Si7Mo4-7200_POSCAR, -82.642
Si2-59_POSCAR, -10.259
B3Mo3P3-1451_POSCAR, -69.552
Si3B5-6028_POSCAR, -45.576
Si5Mo3P7-1747_POSCAR, -97.419
B3Mo4P3-3941_POSCAR, -82.221
Mo2P8-1667_POSCAR, -65.046
Si2B5Mo2-4687_POSCAR, -65.569
Mo1P3-7276_POSCAR, -27.182
B4Mo6P2-1884_POSCAR, -106.24
Si4P3-5675_POSCAR, -37.115
Mo4P5-3945_POSCAR, -73.768
Si4B5-2306_POSCAR, -52.329
Si2B5Mo8P5-5972_POSCAR, -161.11
Si4Mo4P10-7018_POSCAR, -119.74
Si2Mo2P1-2573_POSCAR, -39.421
Si2B3P5-3537_POSCAR, -58.086
Si1B8Mo4-2905_POSCAR, -104.15
Si3B4Mo7-3485_POSCAR, -121.63
Si2Mo1P9-4968_POSCAR, -68.767
B2Mo6-4898_POSCAR,  -78.57
B2P6-116_POSCAR, -45.068
Si3B1P2-4159_POSCAR, -33.025
Si4B1-984_POSCAR, -26.465
Si4B5Mo6-4121_POSCAR, -123.65
B3Mo10P5-2972_POSCAR, -161.24
B2Mo2P2-3314_POSCAR, -46.646
Si1B2Mo1-7289_POSCAR, -29.122
Si1Mo1P2-2756_POSCAR, -27.674
Si2B2Mo2P4-2640_POSCAR,  -68.34
B4-218_POSCAR, -25.789
Si2B12-4439_POSCAR,  -86.26
Si3P5-2768_POSCAR, -42.194
Si4P6-5712_POSCAR, -53.363
Si2B7Mo3-4233_POSCAR, -89.263
Si4P6-4167_POSCAR, -52.258
Si2B2P6-1903_POSCAR,  -56.31
Si2B4Mo8-6976_POSCAR, -127.04
Si2P8-7312_POSCAR, -51.789
Si4P8-1776_POSCAR, -62.806
Si1Mo1P1-622_POSCAR, -22.068
Si2B3Mo5P2-5217_POSCAR, -97.564
Si1P4-5876_POSCAR, -25.844
Si5B3P12-1830_POSCAR, -109.32
Si2Mo2P4-3853_POSCAR, -54.608
Si2B5Mo7-6512_POSCAR, -122.78
Si1B4Mo4P2-6274_POSCAR, -89.107
Si6B5Mo7-4921_POSCAR,  -144.2
B6Mo6P2-1425_POSCAR, -118.88
Si2B2-2836_POSCAR,   -23.0
Si3Mo1P6-3176_POSCAR, -59.234
Si2B4Mo5-2822_POSCAR, -93.451
Si5P2-6658_POSCAR, -36.713
Si3B2Mo3-4830_POSCAR, -63.582
Si9B3-2552_POSCAR, -65.361
Si1B1Mo2P2-6021_POSCAR, -46.067
Si2Mo1P9-6370_POSCAR, -69.157
B2P2-4585_POSCAR, -25.123
Si5Mo3P11-2723_POSCAR, -120.11
Mo2P4-447_POSCAR,  -44.05
Mo3P7-1872_POSCAR, -71.762
Mo4P2-2521_POSCAR, -55.441
Si6B3-6787_POSCAR, -49.837
Si2B4Mo5-2152_POSCAR, -93.464
Si3Mo2P5-5436_POSCAR,  -66.73
Si6B2Mo6-6791_POSCAR, -112.19
Si1Mo1P2-1746_POSCAR,  -27.54
Si4B2P6-2003_POSCAR, -66.132
Mo9P9-5744_POSCAR, -152.29
Si2B2Mo6-4841_POSCAR, -91.398
Si6B2-4950_POSCAR, -43.087
Si6P5-1546_POSCAR, -57.904
Si6Mo2P10-3423_POSCAR, -107.55
Si1B1P2-6433_POSCAR, -22.849
Si2B4Mo8-1937_POSCAR, -126.35
Si34-402_POSCAR, -171.85
Si2B2Mo2-4349_POSCAR, -46.692
Si4B2Mo2P8-2180_POSCAR, -99.805
B6Mo8P2-2165_POSCAR, -142.98
Si2B6-3788_POSCAR, -47.588
Si1Mo1P2-6295_POSCAR, -27.546
Mo7P4-3465_POSCAR, -101.88
Si3Mo2P9-5322_POSCAR,   -86.1
Si7B3P8-2995_POSCAR,  -99.75
Si4B2-3067_POSCAR, -33.946
Si6P3-5353_POSCAR, -47.798
Si2Mo4P2-4092_POSCAR, -67.235
Si8Mo3P9-1214_POSCAR,  -123.8
Mo5P7-6848_POSCAR, -95.286
B5Mo11P2-5089_POSCAR, -166.82
B2Mo5P3-4279_POSCAR, -87.184
Si2Mo4P2-6949_POSCAR, -68.092
Mo6P8-2539_POSCAR, -111.93
Mo12P3-5335_POSCAR,  -146.7
Si4B5P3-2686_POSCAR, -70.099
B6Mo12-4169_POSCAR, -170.76
Si4B2-13_POSCAR, -33.975
Si2B3Mo4P1-1066_POSCAR, -81.345
B3Mo3P2-5299_POSCAR, -64.907
Si2B4Mo8-4565_POSCAR, -127.54
Si6B2-2572_POSCAR, -44.487
Si5B2-3492_POSCAR, -37.447
B2Mo8P2-200_POSCAR, -111.94
Mo4P8-5543_POSCAR, -87.349
Si5Mo3P8-5707_POSCAR, -102.17
B3Mo12P3-2398_POSCAR, -170.81
Si3Mo2P5-6873_POSCAR, -64.921
Si2B3Mo1P6-6580_POSCAR, -74.655
Si2B2-4226_POSCAR, -22.522
B4Mo6-6301_POSCAR, -94.498
Si2B1P3-6631_POSCAR, -33.669
Si4Mo2P4-5067_POSCAR, -65.801
Si2B11-868_POSCAR, -80.019
Si3B2P3-2145_POSCAR, -45.661
Si1B4Mo4-4578_POSCAR, -77.506
B4Mo4P2-987_POSCAR, -83.678
Si4P4-2705_POSCAR, -42.367
Si5P5-5697_POSCAR, -52.539
Si6P6-3943_POSCAR, -63.535
Si2B1Mo2P1-1199_POSCAR, -45.696
Si2B5Mo3-1015_POSCAR, -77.648
Si2B6Mo2-3689_POSCAR, -71.064
Si2B2Mo4P2-4641_POSCAR, -81.066
B3Mo5P4-5737_POSCAR, -98.562
Si2B2Mo4-5156_POSCAR, -69.462
B3Mo9P4-1975_POSCAR, -143.33
Mo4P8-3560_POSCAR, -89.181
Si1B1P2-7252_POSCAR, -22.974
Si4B2Mo4-4814_POSCAR, -80.745
Si3Mo4P5-1317_POSCAR, -91.561
Si5B3-4657_POSCAR, -44.754
Si3Mo3P2-7262_POSCAR, -61.624
Si3B3P6-5093_POSCAR, -68.342
Si5B1P2-881_POSCAR, -44.384
Si7B2P3-1261_POSCAR, -67.899
Si6Mo6-6466_POSCAR, -99.214
Si3P3-5808_POSCAR, -32.462
Si2Mo2P2-876_POSCAR, -44.923
Si7Mo4-5036_POSCAR, -84.188
Mo2P3-3060_POSCAR, -39.284
Si2Mo8P6-1473_POSCAR, -134.65
Si7P5-6257_POSCAR, -62.745
B6Mo4-222_POSCAR, -85.124
Si2B4-166_POSCAR,  -36.08
B1Mo5P7-1736_POSCAR, -103.24
Mo5P4-4096_POSCAR, -79.913
Si4Mo2P6-1476_POSCAR, -76.218
Si3B3P6-1898_POSCAR, -67.827
Si2B7Mo5-5674_POSCAR, -113.45
Si1B3P2-2102_POSCAR, -36.772
B11Mo6P3-3938_POSCAR, -156.21
B2Mo2-2959_POSCAR, -35.571
Si3Mo3P14-2071_POSCAR, -125.22
Si6Mo5-1510_POSCAR, -88.606
Mo3P3-150_POSCAR, -49.775
Si4B4-2735_POSCAR, -45.263
Mo1P3-4977_POSCAR, -27.403
Si5Mo4P3-3013_POSCAR,  -90.38
Si3B2Mo3-2294_POSCAR, -63.185
Si1B2Mo3-5781_POSCAR, -52.425
B3Mo4P2-5319_POSCAR, -77.409
Si2B2Mo2-1676_POSCAR, -46.193
B6Mo10P2-2530_POSCAR, -163.06
Si2Mo3P3-5366_POSCAR, -61.919
Si2Mo2P2-1170_POSCAR, -44.835
Si4P10-5747_POSCAR, -73.103
Si1B2Mo2-5844_POSCAR, -41.541
B4Mo5-1764_POSCAR, -82.709
Si2B10-6958_POSCAR,  -75.58
Si1Mo3P6-5733_POSCAR, -72.285
B2Mo2P1-1413_POSCAR, -41.329
Si3B5Mo8P1-1441_POSCAR,  -145.3
Mo30-312_POSCAR, -320.66
Mo4P5-786_POSCAR, -73.269
Si2Mo1P7-844_POSCAR, -59.006
Si1Mo1P2-5637_POSCAR, -27.338
Mo2P8-1252_POSCAR, -65.853
Si2P2-4754_POSCAR, -21.338
Si8Mo2P9-2418_POSCAR, -113.02
Si1B1P2-3866_POSCAR, -22.831
Si3B1P1-1233_POSCAR, -27.317
Si5B2P3-2414_POSCAR, -56.688
Si6Mo6-152_POSCAR, -98.707
Si8Mo4P8-773_POSCAR, -129.72
Si2Mo2P4-6844_POSCAR,   -54.5
B2Mo4P1-5515_POSCAR, -64.281
B5Mo5P2-3604_POSCAR, -101.25
Si2B8Mo10-3891_POSCAR, -176.43
Si1B3Mo5P7-2084_POSCAR, -119.87
B2Mo6P2-3549_POSCAR,  -92.59
Si2B6Mo8-1270_POSCAR, -142.88
Si3B5-967_POSCAR, -46.065
Si2B1P3-3214_POSCAR,  -34.65
Si5P5-2181_POSCAR, -52.431
Si6B3P3-1606_POSCAR, -68.459
B4Mo4-5905_POSCAR, -71.358
Si4Mo2P3-4289_POSCAR,  -59.05
Si8B4-6735_POSCAR,  -65.14
Mo6P2-799_POSCAR, -77.237
Si2B1Mo1P5-2391_POSCAR, -55.747
B4Mo6P2-699_POSCAR, -104.14
Si4Mo4P3-1370_POSCAR, -85.118
Si3B3Mo4-2907_POSCAR, -80.715
Mo2P8-3152_POSCAR, -65.789
Si2B2P2-2146_POSCAR, -34.526
Si2B3-1251_POSCAR, -29.136
Si8Mo4-1100_POSCAR, -89.012
Si4B3P4-6464_POSCAR, -61.614
Si4P8-3092_POSCAR, -62.342
B1Mo3P4-4307_POSCAR, -62.239
Si2B6Mo2-3365_POSCAR, -71.102
Si4B4Mo4-6337_POSCAR, -93.289
B2Mo4P2-551_POSCAR, -69.199
Si2P4-3587_POSCAR, -31.381
Si4P6-6272_POSCAR, -52.731
Si3B2P3-7174_POSCAR, -45.592
Mo12P8-6943_POSCAR, -181.16
Si6Mo4-5572_POSCAR, -78.502
Si4P3-6799_POSCAR, -37.193
B2Mo5P3-2607_POSCAR, -87.004
Si5B5-2658_POSCAR, -56.784
B2Mo5P3-4881_POSCAR, -86.585
Si2Mo4P6-3032_POSCAR, -90.307
Si4Mo3P11-1990_POSCAR, -112.73
P4-172_POSCAR, -21.508
Si6-3647_POSCAR, -31.039
P6-6202_POSCAR, -31.063
B4Mo4P4-6113_POSCAR,  -93.12
Mo4P3-2070_POSCAR, -61.522
B6Mo9-3478_POSCAR, -142.02
Si7P4-1940_POSCAR, -58.029
Si2B7Mo3-2051_POSCAR, -89.262
Si4P2-426_POSCAR, -31.552
Si2B2Mo1P4-7048_POSCAR, -56.912
Mo4P10-5762_POSCAR, -99.136
Si2Mo4P2-5891_POSCAR, -68.572
Si3B2Mo3-874_POSCAR, -62.731
Si2B3P6-6451_POSCAR,  -62.31
Si4Mo2P6-3705_POSCAR, -75.644
Si4Mo1P4-5498_POSCAR, -53.646
Si4P6-7093_POSCAR, -52.725
Si2B4Mo6P3-3602_POSCAR, -122.67
Si2B4-277_POSCAR, -35.702
Si3Mo2P5-3313_POSCAR, -66.205
Si5P5-4777_POSCAR, -52.377
Si2P4-4247_POSCAR, -31.594
Si4Mo2P3-5334_POSCAR, -59.349
Si4B4-3644_POSCAR, -45.988
B3Mo5P1-6749_POSCAR, -82.156
Si3P8-4299_POSCAR, -56.576
Si3B4P5-3923_POSCAR, -69.855
B4Mo2-4123_POSCAR, -49.212
Si2Mo2P8-3005_POSCAR, -76.033
Si5Mo3P6-5463_POSCAR, -92.116
Si1Mo2P3-6663_POSCAR, -45.743
Mo2P3-492_POSCAR, -39.034
B5Mo11P4-4663_POSCAR, -177.95
B5Mo11P4-2290_POSCAR, -180.04
Si5P7-1598_POSCAR, -62.082
B12-41_POSCAR, -77.085
Si4P5-4832_POSCAR, -47.956
Si5-1258_POSCAR, -25.905
Si10B5-5786_POSCAR, -82.889
Si4B4P10-2207_POSCAR, -100.28
Si2Mo1P2-5911_POSCAR, -32.305
Si7B4-752_POSCAR, -60.618
Si3B2P3-3743_POSCAR, -46.462
Mo8P8-45_POSCAR, -132.94
Si2Mo2P8-983_POSCAR, -76.898
Si1P3-630_POSCAR, -21.318
Si2Mo3P3-6376_POSCAR, -61.522
Si2B3Mo8P5-2882_POSCAR, -149.98
Si3B3Mo6-7214_POSCAR,  -104.5
Si1B2Mo2-1224_POSCAR, -41.306
Si3Mo4P4-3599_POSCAR, -84.631
Si4B3Mo9P2-6069_POSCAR,  -155.6
Si2B2-334_POSCAR, -22.648
Si8B2P10-3504_POSCAR, -107.82
B2Mo9P3-5518_POSCAR, -130.65
